Observation,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
3-18:00,-0.424882343,0.065381816,0.188894169,0.464524658,0.194239719,0.608982536,0.760255344,-1.728987828,-0.03873704,0.857781827,0.100668007,0.395767897,0.869569575,-0.64208475,-0.703796043,-0.212120302,0.626786606,-1.8290525,1.455571128,0.225427591,-1.766438716,1.724838198
3-19:00,0.877960361,0.29674641,-0.071784182,0.472352513,0.948613773,0.846939324,0.614929685,-1.4165156,-0.01668088,0.347087322,0.116211971,0.491263843,0.355261715,-0.832488978,-0.756015795,0.162512124,0.85282127,-2.079914811,1.197670341,-0.565036411,-1.596706986,0.664606669
3-20:00,1.052119283,0.741886477,-0.582311903,0.43948346,0.979467877,0.848058594,0.566968287,-0.176095544,-0.249414489,0.348630206,0.117322255,0.126834461,-0.07424478,-0.861665562,-0.803488297,-0.261244289,0.769198781,-1.864076227,0.75182596,-0.496490236,-1.313045738,2.153026525
3-21:00,0.981785872,0.584260891,-0.458887619,0.473562904,0.743911139,0.775194121,0.622923252,-1.443975281,0.123267323,1.3052181,0.326055485,-0.064157431,0.179272271,-0.907267483,-0.73573209,0.062421114,0.745188041,-1.168518723,-0.761664956,-0.317702604,-1.872617927,1.799305733
3-22:00,0.311943865,0.651911357,-0.224564136,0.519865311,0.323452256,0.760195904,0.553601995,-0.583256326,0.262452907,0.820752618,0.346040581,0.026423282,0.242429773,-1.004090518,-0.83520856,0.114664084,0.607748938,-1.174624701,-1.568176435,0.617057644,-1.868742773,1.11755545
3-23:00,0.345435965,0.471284613,-0.033556576,0.508019355,0.253641187,0.900440426,0.676257376,-0.876790843,0.603179455,0.796066479,0.344930298,-0.076796601,0.744141615,-0.735665943,-0.389182826,0.368932109,-0.129144743,-1.176290578,-0.442748782,0.2029427,-1.923769955,1.873773268
4-00:00,0.914801672,0.291334373,-0.425878799,0.602171882,0.667051049,0.774074851,0.601563394,-0.980948252,0.526364206,-0.177493136,0.343820015,0.117003996,0.625100368,-0.9055385,-0.574972936,0.363544774,0.376741201,-1.173785045,0.690546676,0.170197712,-1.849367005,0.35370471
4-01:00,0.110991263,0.724973861,-1.499774447,0.44004897,0.795607863,0.783140938,0.668263809,-1.29342048,0.551470845,1.444077633,0.344930298,0.432281053,0.8578606,-0.839404909,-0.707680157,0.604273576,-0.064559922,-1.039131109,1.910768502,0.462719602,-2.022198858,1.017396616
4-02:00,0.981785872,1.711994162,-1.346211675,0.509815099,0.877737154,0.805974044,0.684250942,0.553006321,0.408472162,0.044682117,0.346040581,0.691384024,0.999610162,-0.675151546,-0.621798085,0.639433024,0.110962657,-1.018321078,2.067130405,0.156226517,-2.168679666,0.269928733
4-03:00,1.216230575,1.599017884,-1.150898616,0.537296922,1.000732033,0.656775362,0.642972689,0.571944032,0.197794714,1.351504611,0.343820015,0.837436647,0.789380837,-0.898406446,-0.647260609,0.354542254,0.528261179,-0.455583701,2.034658828,0.200104801,-2.057850272,1.668987547
4-04:00,-0.960755949,1.407567064,-0.892438249,0.540888409,0.288242279,0.786610674,0.664201505,0.429911201,0.518752961,0.448917647,0.343820015,0.866928042,0.866908444,-0.946169595,-1.042792864,0.324770141,0.735250037,-0.352259006,1.780403499,1.223713115,-2.227582002,0.171259249
4-05:00,-0.860279648,1.210027703,-0.952323816,0.553805858,-2.261395657,1.174773487,1.08681219,-0.583256326,1.396453544,1.197216241,0.441524931,1.232059601,1.464243582,-0.644894347,-1.068255388,1.128971629,0.44878156,-0.277737867,1.7439121,1.546142093,-2.121402792,1.259416105
4-06:00,-0.927263848,1.095021911,-0.865039624,0.524498528,-1.200073036,1.336507992,1.194790858,-0.08140699,1.293783989,0.35017309,0.454848329,1.22503784,1.384941888,-0.47350893,-0.915696029,1.047807177,0.56416334,-0.311814461,0.949957197,1.268682898,-1.87649308,0.005941322
4-07:00,-0.960755949,-0.176806853,0.589566449,0.57799383,-1.068752818,1.153171577,1.072135478,-0.412816929,1.169805941,1.197216241,0.351591997,1.21239867,1.37766813,-0.533807204,-0.70940643,0.932404795,0.602784005,-0.173237653,-1.166599202,0.674033922,-1.789689638,0.924312197
4-08:00,-1.161708551,-0.729511162,1.171200127,0.516194454,-0.664359146,0.981251716,0.816210309,-1.086999433,1.007801577,1.15092973,0.343820015,1.476416874,1.271222902,-0.863610668,-0.893470267,1.137123517,0.385433903,-1.183525053,-1.636396818,0.901065836,-1.651734168,1.650370663
4-09:00,-0.692819146,-0.661860696,1.128406083,0.480745879,-0.397620443,0.969835162,0.849494996,-1.880489515,0.897804891,0.711207876,0.346040581,1.656173949,1.381038896,-0.733288591,-0.745010806,0.968414875,0.323754788,-1.631155683,-1.636396818,0.332612851,-1.733112395,0.823408687
4-10:00,-0.207183691,-0.655772154,1.511204022,0.600088422,0.858147433,0.845820054,0.597632132,-1.956240358,-0.099582135,1.089214382,0.349371431,1.553656242,0.781220036,-0.826869784,-0.197350761,-0.295553105,0.284841111,-1.535132636,-1.636396818,-0.799053922,-1.407599487,1.92962392
4-11:00,0.278451765,-0.841810936,0.072515245,0.627223002,0.763922396,0.60215499,0.193760463,-2.761093066,-0.449445167,0.522976064,0.351591997,1.448329831,0.256090244,-1.186498201,-0.654597268,-0.465041492,-0.585348803,-1.275396842,-1.422235386,-1.246132154,-1.076661364,0.913142067
4-12:00,0.74734117,0.291334373,-1.219003771,0.530838197,0.941108088,0.719454478,0.261640257,-2.48649626,-0.352846663,0.101768814,0.530347583,1.203972558,-0.129241482,-1.117987258,-0.704659179,-0.820251158,-0.722380945,-1.412072669,0.916957827,-1.3889003,0.559428512,-0.285785247
4-13:00,1.048770073,1.475894035,-1.147767345,0.4374,0.970709292,0.711395735,0.157723893,-0.564318615,-0.317093254,-0.669673036,0.56476636,1.07477216,-0.101388314,-1.127928909,-0.751700113,-0.724696852,-0.700852672,-1.396790931,0.929532815,-1.690154186,1.91185714,-0.578070321
4-14:00,1.149246374,1.31691544,-1.374914997,0.286468243,0.826883503,0.613571543,0.128370469,0.079563552,-0.441833923,-0.191379089,0.568097209,1.134457126,-0.01640954,-1.281592253,-0.929290427,-0.732777854,-0.132229513,-1.152598847,1.148119121,-1.324065224,2.23892011,-0.509187852
4-15:00,-0.592342845,1.433274242,-2.032221069,-0.414705164,-0.743362045,0.284506183,0.324278368,-0.119282412,0.486050031,0.252971417,0.763507042,1.449032007,0.357922846,-1.26538304,-1.151979618,0.01818826,1.076373469,-1.027013195,1.607722957,0.979872107,1.411187287,0.314609254
4-16:00,-0.927263848,1.548280034,-1.159640082,0.422835626,-0.661174206,0.357706436,0.686347615,-0.043531568,1.578988828,-0.253094437,0.784602421,2.111886221,1.504870178,-0.805041376,-0.712643191,1.301862544,1.15668329,-0.791835657,1.021528455,1.090768465,0.39822212,-0.30440213
4-17:00,-0.793295447,1.31691544,-0.488895637,0.542108721,-0.291861709,0.277678636,0.60824654,0.39203578,1.492274475,0.297715044,0.79126412,2.212297399,1.368620286,-0.898838692,-0.466001965,0.833235304,-0.16805842,0.024188956,-1.255421944,0.212766196,0.961669462,-0.101478097
4-18:00,-1.697582157,0.73647444,0.637579278,0.560840014,-1.575544645,0.074978852,0.344327805,1.272639331,1.379032916,-0.037090719,0.787933271,2.65747703,1.625153286,-1.25630588,-0.944395314,0.07043123,-0.899563928,-0.20401608,-1.636396818,0.517949481,1.208129235,-0.341635898
4-19:00,-2.143027092,-0.227544703,1.377472635,0.62062538,-2.554421822,0.269619893,0.54822927,0.448848912,1.617777762,0.316229648,0.789043554,2.113290573,1.331541865,-1.055527756,-0.897785949,1.435482623,-0.51579905,-1.163097905,-1.636396818,0.989259003,0.799688039,0.311816722
4-20:00,-1.05118462,-0.734923199,1.704820975,0.67674981,-0.20702756,0.333418279,0.600252973,-0.706351446,1.455025733,0.117197651,0.785712705,1.386538337,1.235918568,-0.87592967,-0.521242695,-0.419958007,-0.093958835,-1.696830208,-1.636396818,0.259918978,0.70513429,0.105169312
4-21:00,-0.759803347,-0.920961981,0.706467251,0.427210891,0.776439678,0.166087424,0.443002486,-2.448620838,0.899046017,0.789894944,0.782381855,1.295255447,0.83444265,-0.909428711,-0.345162869,0.704364585,-0.207802299,-1.589421427,-1.301714346,-0.790976825,0.953919155,1.245267273
4-22:00,-0.006231088,-0.379758252,0.205333344,0.592627653,1.871204166,0.087514675,0.325719831,-2.941001319,0.157495493,-0.191379089,0.786822988,1.170268106,0.663952876,-1.081462497,-0.831108662,-0.986620562,-0.105956066,-1.823107736,0.102689011,-0.933308372,1.087999472,-0.341635898
4-23:00,0.596626718,0.149944898,-0.053518432,0.600455508,1.674850289,0.174034241,0.425704932,-2.571715958,-0.218221845,0.4628036,0.787933271,1.07126128,0.350826497,-0.932553856,-0.711348487,-0.49297057,-0.176336021,-1.415914934,-0.258260394,-1.691027386,1.316633538,0.947397133
5-00:00,1.67172314,0.381309493,-0.300367,0.552654995,1.3409117,0.122771678,0.364377242,-2.155086321,-0.371104678,0.99664136,0.783492138,1.017193722,-0.555199802,-0.991123147,-0.848802958,-1.059136924,-0.120859003,-1.048024744,-0.715992404,-1.287390838,1.099624933,2.443449911
5-01:00,1.246373465,0.567348275,-0.293452109,0.602747313,0.722237155,0.158028681,0.424263469,-1.738456684,-0.008307016,0.538404901,0.782381855,1.320533786,0.196480916,-0.967133511,-0.904043688,-0.49474272,0.166439675,-0.857013106,-0.7112484,-0.494307237,1.170152729,0.631654785
5-02:00,1.584643679,0.601173508,-0.681729773,0.470011102,0.628433654,0.225296803,0.465672764,-1.492266444,0.339268157,0.07091114,0.913395266,1.365473054,1.051945732,-0.902728903,-0.754721091,0.189519683,0.730879268,-0.853560441,-0.326646479,0.067378451,-0.031919937,0.207562173
5-03:00,0.439213846,0.864333821,-0.770449131,0.453978385,0.928602516,0.27308963,0.432257036,-1.122981083,0.64044315,0.314686765,1.006659049,1.202568205,0.949048679,-0.864907405,-0.497938012,0.439251005,1.141780352,-0.887610166,-0.370704965,-0.101367385,-0.09857258,0.385539581
5-04:00,-0.009580298,0.939425839,-0.770188192,0.548567445,0.67763629,0.432809449,0.506164765,-1.085105662,0.892960013,0.441203228,1.044408676,1.307894616,0.967144367,-0.932986102,-0.659991871,0.506876234,1.485386251,-0.74859002,-0.395836529,0.476254197,-0.245053388,0.646920629
5-05:00,-0.15694554,1.018576884,-0.691775935,0.542654389,0.528377367,0.508807877,0.581644999,-0.668476024,1.010837103,0.07091114,1.124349062,1.557869299,1.078911857,-0.766355387,-0.618992892,0.686288659,1.66972362,-0.683553633,-0.399033976,0.684730618,-0.374483521,0.209982368
5-06:00,-0.907168588,0.934690306,-0.487330002,0.61990113,0.243641413,0.671549725,0.712293946,-0.507505483,1.153940459,0.641778109,1.124349062,1.828207087,1.358330581,-0.64511047,-0.819240536,1.284708136,1.556596408,-0.452030277,-0.359780866,0.912417432,-0.155924854,0.566868029
5-07:00,-0.223929741,0.798712869,-0.369646382,0.514547529,0.65678196,0.803623577,0.807037364,-0.223439821,1.150785306,0.134169372,1.199848316,1.883678997,1.211613575,-0.482369966,-0.870165584,0.476253488,1.481243381,-0.396505513,-0.585351231,0.816583768,-0.189251176,0.33769419
5-08:00,-1.262184852,0.601173508,-0.000417286,0.635983453,0.249062836,0.8526476,0.598942553,-0.43175464,1.232938894,0.441203228,1.237597942,1.989707584,1.301027566,-0.414939638,-0.957989713,0.685367141,1.893340932,-0.516750953,-0.383212444,0.874651546,-0.079196812,0.576176471
5-09:00,-1.195200651,0.651911357,-0.067348214,0.592597889,0.554266712,0.74284722,0.684250942,-0.32759723,1.223877177,-0.010861696,1.237597942,1.500993037,1.268916589,-0.383817948,-0.700343497,0.476607918,1.500818238,-0.487195066,-0.337681047,0.541089272,-0.129573809,0.040382557
5-10:00,-0.491866544,0.285245831,-0.12018842,0.4679078,1.009900444,0.682966279,0.444443949,-0.602194037,1.032893263,0.472060902,1.238708226,1.07828304,0.852538339,-0.682931968,-0.651144723,0.045266706,1.179041765,-0.534276251,-0.192157323,0.389370829,0.192838976,0.32484854
5-11:00,0.546388568,0.640410778,3.846871607,0.71513507,1.428392158,0.617377061,0.411421346,-1.321827046,0.981184652,0.165027046,1.237597942,1.077580864,1.092572328,-0.629117379,-0.500743205,0.306694215,2.857327378,-0.642477667,-0.497620898,-0.047665606,0.444723964,0.789898296
5-12:00,0.291848605,0.77571171,-0.34824936,0.539310933,0.998636062,-0.025195807,0.340265501,-0.100344701,1.134052532,0.109483232,1.521830426,1.349323005,1.148456073,-0.67018072,-1.083791843,0.490643343,1.632763359,-0.269099487,-0.397131465,0.543053972,-1.060385719,0.170514574
5-13:00,0.345435965,0.601173508,-0.445971124,0.585603418,0.933602403,-0.084405187,0.153661589,0.051156986,0.892960013,0.502918576,1.561800619,1.236272657,1.074476639,-0.705624867,-0.588998902,0.021803445,1.617860422,-0.11641646,-0.396965762,0.04249226,-0.544215251,0.423518024
5-14:00,-0.645930205,0.731062403,-0.742659097,0.48059706,-0.44820478,0.049907205,0.021702222,-0.062469279,1.109723466,-0.081834346,1.61176336,1.199759501,0.947274592,-0.844159612,-1.034593068,0.640283655,1.636076027,-0.114992404,-0.435660393,0.729918701,-0.441911194,0.459262441
5-15:00,-0.508612594,0.934013801,-0.727133209,0.566663779,-0.229322138,0.277678636,0.17777333,0.098501262,1.32419906,0.425774391,1.740556205,1.001745848,1.097894589,-0.651594155,-1.033514148,0.651129211,0.893948819,-0.115449177,0.03527873,0.78624008,-0.827876499,1.0360135
5-16:00,-0.615787315,0.990163688,-0.553608581,0.513059343,0.211745178,0.259434536,0.260329836,0.562475177,1.28008674,0.239085463,1.783857247,0.536905288,1.016641398,-0.628901256,-0.848587174,0.542035682,1.079010581,-0.126996124,0.015676724,0.638887635,-0.650394461,0.290221137
5-17:00,-0.588993635,0.775035206,-0.501812132,0.630387876,-0.020884225,0.220707797,0.4287189,0.155314395,1.352341224,0.163484162,1.782746964,0.382426552,0.811911743,-0.680338494,-0.868007743,0.665589952,1.140128088,-0.060038605,0.077103299,0.938395122,-0.697671336,0.15357321
5-18:00,-1.597105856,0.821037523,-0.779712476,0.516918704,-0.170752033,0.236041795,0.668919019,0.619288309,1.519668973,0.003024257,1.780526398,0.993319736,0.960757654,-0.763113544,-1.10731231,0.679979806,1.135993357,-0.215851869,0.697334346,1.233100011,-0.753473549,0.428730752
5-19:00,-0.893771748,1.001664267,-0.659680403,0.491440971,0.365933731,0.373264288,0.966908693,1.215826199,1.59319449,0.286914858,1.780526398,1.467990761,1.440825632,-0.572925439,-1.039771886,1.101609639,1.049050061,-0.253985681,0.192100918,1.036193486,-0.689145998,0.082829052
5-20:00,-1.463137454,0.860274793,-1.077574676,0.498187411,0.610202216,0.242309706,0.869544433,0.742383429,1.36741418,0.239085463,1.781636681,1.683558816,1.243192326,-0.722698572,-1.044303352,0.607463445,1.321616725,-0.251997376,0.140591952,0.860898652,-0.404709719,0.290221137
5-21:00,-1.295676953,1.294590786,-0.97685211,0.523804041,0.179228349,0.308346632,0.848184575,1.329452464,1.480880038,-0.160521415,1.778305831,1.135159302,1.251353126,-0.735665943,-1.18995762,0.654744396,0.786584185,-0.297157428,0.143329113,1.068501873,-0.414010088,0.116339442
5-22:00,-1.932026859,1.210027703,-0.731960586,0.560840014,0.7472483,0.396545103,0.968743282,0.827603128,1.603332847,0.277657556,1.776085265,1.09794397,1.291979722,-0.685741565,-1.300007511,0.743068332,0.610231404,-0.179726514,0.13961001,1.12962585,-0.611642925,-0.020680822
5-23:00,-1.262184852,0.990163688,0.51193701,0.547634849,1.084524051,0.279917176,0.924188977,1.196888488,1.460334164,1.042927871,1.617314776,1.376005696,1.153778334,-0.688983408,-1.164926664,0.756607555,0.602784005,-0.178107658,-1.010206613,1.133336949,-0.504688684,-0.192700828
6-00:00,-1.764566358,-0.137569583,0.688984318,0.661461186,-0.204100226,0.355020189,0.91357457,1.177950777,1.631011458,0.431945926,1.557359487,1.598595511,1.370039556,-0.686606057,-1.282744783,1.261528419,0.180105449,-0.440906516,-0.968983484,1.467117523,-0.463612055,0.209423861
6-01:00,-1.597105856,-0.19371947,2.720135753,0.588113491,0.042065172,0.471200408,0.884221145,0.524599755,1.610166518,1.197216241,1.560690336,1.546634481,1.366846199,-0.619175728,-1.408978481,1.247989196,1.751164795,-0.820739971,-0.925225717,1.257549602,-0.540340097,1.724838198
6-02:00,-1.362661153,-1.608967222,2.770888445,0.481757845,0.753501086,0.450717768,0.936244848,-0.308659519,1.393418018,0.876296432,1.485191083,1.28753151,1.026576286,-0.61247592,-1.230525031,0.897245347,1.442329703,-0.901743254,-1.632481326,0.582347957,-0.627143539,1.214177077
6-03:00,-0.726311246,-1.704354379,0.083213756,0.348555335,1.472231917,0.274208899,0.544298008,-2.268712586,0.417608646,0.99664136,1.448551739,0.725790651,0.326344095,-0.673422563,-0.491248705,-0.17561402,1.123572886,-1.245733478,-1.636396818,-0.639258383,-0.213277128,2.07855899
6-04:00,0.311943865,0.065381816,-0.9545418,0.531274732,0.928602516,0.179742517,0.214989279,-2.372869995,0.272337057,0.830009921,1.449662022,0.587461965,-0.055262048,-0.736098188,-0.912027699,-0.869800461,0.9530071,-1.363775662,-1.628246704,-1.418807389,-0.217152282,1.255134221
6-05:00,0.881309571,1.193115087,-0.784539853,0.497681428,0.946529511,0.025954829,0.05511795,0.079563552,-0.843405565,1.197216241,1.447441456,0.185115075,-1.037041868,-0.850427174,-1.12996964,-1.110529262,1.114465083,-0.873322582,-1.636396818,-1.929847496,0.815963685,2.190260292
6-06:00,1.825786802,0.990163688,-1.038825191,0.572318884,0.142964531,-0.11294657,-0.132927424,1.23476391,-0.822874645,-0.128120857,1.449662022,0.350828628,-1.121843233,-0.980749251,-1.410057402,-1.466660446,1.822374952,-0.283481113,-0.283502427,-0.855157001,0.24011585,-0.103712124
6-07:00,-0.264120261,1.31691544,-0.908616485,0.560978911,-0.720013626,0.156909411,0.14042634,-0.005656147,0.527126825,-0.345667459,1.556249204,0.595185902,0.097132037,-0.909644834,-1.527443952,-0.101679939,2.0094878,-0.33394779,0.263647627,1.159532939,-0.382233828,0.570591406
6-08:00,-0.451676023,1.170790433,-0.810242373,0.547208236,-0.704170893,0.438181945,0.530931717,0.856009694,1.661127462,-0.103434718,1.568462318,0.796008259,0.977079255,-0.746255962,-1.475655768,0.973873096,1.857975961,-0.215213731,-0.033629012,1.426513738,-0.950331355,0.431709453
6-09:00,-0.518660224,1.057814154,-0.602404228,0.586754281,-0.474258055,0.571375066,0.846874154,0.505662044,1.532588649,-0.037090719,1.461875137,0.665403509,1.298189027,-0.547855189,-1.178521063,0.888242827,2.091458025,-0.171800163,0.070561114,1.039031384,-0.906929634,4.387052575
6-10:00,-1.489931135,0.883275952,-0.708867459,0.602171882,-1.810199764,0.406282751,0.61899199,1.310514753,1.725008083,-0.151264113,1.380824467,0.360659093,0.965192872,-0.789480531,-1.322664841,0.873852972,1.825679481,-0.17180688,0.087585524,1.267809698,-0.792225085,0.158227431
6-11:00,-1.0779783,1.001664267,-0.891264023,0.502483306,-2.286816628,0.478027954,0.801533597,0.931760537,1.664925608,0.194341836,1.397478715,0.063638614,1.048220149,-0.589350776,-1.131264345,0.948637686,1.656774099,-0.243345561,0.093642876,0.804140673,-0.938705894,-0.332327456
6-12:00,-1.854995029,1.103139967,-0.7267418,0.560334031,-1.536306656,0.371025749,0.781615202,0.600350598,1.534113888,-0.151264113,1.574013734,-0.001663761,0.719836621,-0.646407207,-0.999851828,0.647514026,1.4249443,-0.297083538,0.099111062,0.581911357,-0.891429019,0.158227431
6-13:00,-0.629184155,0.984751651,-0.641806061,0.512543439,-1.799368627,0.319763186,0.704300379,0.373098069,1.406337694,0.734351131,1.566241752,0.126834461,0.524864445,-0.746039839,-1.067392251,0.322076473,1.313998403,-0.296082669,0.111931535,0.611818446,-0.918555095,-0.60227227
6-14:00,-1.09472435,0.860274793,-0.311848329,0.665618183,-2.192287149,0.355020189,0.802844018,0.505662044,1.397978784,-0.151264113,1.457434004,0.192839012,0.601682418,-0.723130818,-1.179599983,0.654744396,1.366992954,-0.357746997,-0.17693723,0.854349654,-0.930955587,0.158227431
6-15:00,-0.930613059,0.680324553,-0.364166657,0.618611369,-1.851053642,0.240071167,0.826955759,0.88441626,1.434479859,-0.037090719,1.450772305,0.55445969,0.896713108,-0.779106635,-1.222109451,0.93601998,0.899190486,-0.433396634,-0.399733609,0.799992975,-0.745723241,-0.509187852
6-16:00,-0.866978068,0.40566366,-0.184901364,0.48268052,-1.483778569,0.161498417,0.850936459,0.979104814,1.477066939,0.050853652,1.452992872,0.889397677,0.930065946,-0.831408364,-1.23419336,0.911706088,1.387007331,-0.435391656,-0.459902072,0.804140673,-0.930955587,0.234928992
6-17:00,-0.418183923,-0.272870515,0.732952589,0.600882121,-0.517406963,0.180861787,0.810837584,-0.157157833,1.375160004,-0.839390243,1.451882588,0.863417162,1.078024813,-0.773271318,-1.071492149,0.789073336,1.771862866,-0.456006888,-0.519401587,0.586932255,-0.721697289,-0.296955377
6-18:00,-1.288978532,-0.255957899,0.674371718,0.615307598,0.270526051,0.048787935,0.626985556,-0.838915421,1.272475496,-0.823961406,1.456323721,0.055914677,0.672823312,-0.95870472,-1.271092441,0.347311884,1.320631878,-0.60828688,0.205252796,0.514893282,-0.930955587,-1.024875531
6-19:00,-0.16699317,-0.216044124,0.621922921,0.544122732,1.296041519,0.016888742,0.573651433,-0.687413735,0.986582804,0.168112813,1.359729088,-0.374519256,0.28145969,-0.983342725,-0.650281586,-0.052485066,1.471313515,-0.700272862,0.081957772,-0.081065493,-1.148739222,0.217242952
6-20:00,0.512896467,-0.227544703,0.660802875,0.63893006,1.027405903,-0.262033325,0.268323403,-1.29342048,0.401638491,-0.191379089,1.350846823,-0.572532909,-0.180690008,-1.210487837,-0.851608151,-0.676919698,0.774993916,-0.814600407,-0.617117037,-1.365978809,-0.745723241,0.252242694
6-21:00,0.867912731,-0.188307432,-0.119927481,0.675172333,0.680961742,-0.205174412,0.101768928,-1.492266444,0.401623537,0.535319134,1.347515973,-0.242510154,-0.244734554,-1.13938342,-0.915480245,-0.774246154,0.228533891,-0.695187905,-0.374964136,-1.113842404,-0.650394461,0.726042385
6-22:00,1.517659478,0.499697808,-0.943451881,0.472134246,0.983636401,-0.226776322,0.169648722,-1.094574517,0.379582331,0.580062761,1.34973654,0.072064727,-1.247271193,-1.146731597,-1.044303352,-0.316251812,0.210326425,-0.678871712,0.262113344,-0.757358638,-0.319456339,-0.211317712
6-23:00,1.6583263,1.130876658,-1.328859212,0.519071612,0.930265241,-0.199466136,0.214989279,-0.289721809,0.404674016,0.299257928,1.387486166,0.725790651,-0.668031744,-1.102858659,-0.95626344,-0.254935436,0.023205437,-0.682230336,-0.011443272,-0.796434323,-0.39463432,0.560165951
7-00:00,1.202833735,1.587517304,-1.37021809,0.466538669,0.093972664,-0.11630438,0.419021787,1.755550956,0.430543275,0.040053466,1.431897492,0.796710435,-0.377436272,-1.071736969,-0.986041646,-0.165689982,0.207428857,-0.570535951,0.966944785,-0.153541066,-0.390759166,-0.127541735
7-01:00,-0.056469239,1.587517304,-1.35912817,0.207524971,-0.696044613,-0.003593898,0.600252973,1.215826199,0.989558516,0.33783002,1.531822974,0.73140806,0.198255003,-1.015977275,-1.114433185,0.587119167,0.536123679,-0.51868552,1.26814919,1.20908702,-0.343482291,-0.074483616
7-02:00,-0.749755717,1.345328636,-1.514908926,0.007939474,-1.177766748,0.128479954,0.804285481,1.490423005,1.602570227,-0.191379089,1.554028637,1.013682842,1.17364811,-1.052718159,-1.395168299,1.078500808,-0.093958835,-0.518188444,1.094879482,1.817488891,-0.780599624,-0.229934595
7-03:00,-1.198549861,1.339916598,-0.328157035,-0.032896332,-1.039151614,0.287863993,1.046844358,0.865478549,1.953943546,0.388745182,1.554028637,1.558571475,1.424504031,-0.88803255,-1.477813609,1.343543502,-0.035584249,-0.351970164,0.138284389,1.881887367,-1.044885104,-0.265306674
7-04:00,-1.607153486,0.122208207,0.51180654,0.095206662,-1.049362156,0.322001726,1.128090443,0.903353971,2.071072969,-0.114234904,1.552918354,1.109880964,1.291092678,-0.781483986,-1.497449962,1.519340742,-1.051499007,-0.1552623,-1.40124025,2.158036762,-1.139438854,-0.993226829
7-05:00,-2.374122584,-0.475821914,2.434015821,-0.004839078,-1.046446531,0.353900919,1.154823026,-0.062469279,1.831490737,0.214399324,1.494073348,0.340295987,1.225096637,-0.746255962,-1.443503937,1.255219566,-0.322060865,-0.69886224,-1.275085321,1.967242634,-1.585081525,-0.069829395
7-06:00,-2.069344471,-1.822742695,2.28371479,0.104681442,-0.715224507,0.501980331,1.256118548,-0.251846387,1.860395521,-0.191379089,1.439669474,1.071963456,1.439938589,-0.510249814,-1.273897635,1.637436792,-0.237600035,-1.346868351,-1.116575422,1.540029696,-0.969707123,0.105169312
7-07:00,-0.846882808,-1.665117109,1.983373667,0.087527626,-0.415055646,-0.036612361,0.776242477,-2.287650297,0.864817848,0.74206555,1.446331173,0.232160872,0.736158223,-0.864042914,-0.582525379,-0.427188377,0.39661721,-1.910250583,-1.367142333,0.277164672,-0.493063223,0.795483362
7-08:00,-0.213882111,-1.495990943,1.497374239,-0.001386488,0.130868786,-0.379332814,0.388357941,-1.823676382,0.302767081,-0.530813503,1.411912395,0.189328131,0.39588831,-1.211136205,-0.744579238,0.070502116,0.799004656,-1.119899288,-1.384295623,0.012366872,-0.007893984,-0.494294345
7-09:00,0.78753169,-1.247713733,0.407952703,-0.517618141,0.499408467,-0.658254881,-0.056923022,-2.429683127,-0.776489419,0.282286207,1.426346076,-0.208103526,-1.323024714,-1.584596484,-0.853550208,-1.998588869,0.25255277,-0.520962667,-1.369382387,-0.906239182,0.405972427,0.226923732
7-10:00,1.621484989,-0.856694038,0.287085624,-1.096583751,0.22196743,-0.644599788,-0.219546235,-2.543309392,-0.748347255,-0.191379089,1.44522089,-0.421565053,-2.36884908,-1.441955405,-1.098465162,-1.488351557,-0.092217039,-0.528559874,-1.370732556,-0.318139204,0.626856186,-0.565038503
7-11:00,1.206182945,-0.396670868,0.116901019,-1.027916895,0.287211857,-0.648741086,-0.296598973,-1.76686325,-0.498880872,0.205142022,1.44522089,0.209691237,-0.789734122,-1.403701662,-0.929506211,-0.593061579,0.683753104,-0.521466461,-1.38198806,-0.418993766,-0.287680079,0.143706262
7-12:00,1.209532155,-0.184248405,0.235798006,-1.084928284,-0.379201655,-0.573526147,-0.195827619,-1.369171323,-0.361968194,-0.283952111,1.448551739,0.180902018,-2.045787813,-1.322007226,-1.036966693,-1.114144448,0.481069901,-0.519343811,-1.396821514,0.099031939,-0.595367279,-1.123545015
7-13:00,1.092309804,-0.073978145,0.508688316,-12.23747457,-0.458251391,-0.442123857,-0.040673805,-0.725289157,0.031080052,-0.456755086,1.524050992,0.738429821,-0.769509528,-0.933850593,-0.764862943,-0.274783512,0.829640732,-0.522400158,-1.138890041,0.4677405,-1.457201454,-1.041258389
7-14:00,0.332039125,-0.329020402,-0.393052636,0.561205115,-0.592569199,-0.351462993,0.075560514,-1.094574517,0.439051719,-1.394828376,1.620645626,0.942763058,-0.303989064,-1.198384957,-0.746089727,0.045479364,1.46138365,-0.519390831,-0.387858255,0.760698989,-1.702886196,-1.04907748
